+0001.0000000000000000+0000.0000000000000000j,+0000.1000000000000000+0000.0000000000000000j,+0000.1000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j
+0000.1000000000000000+0000.0000000000000000j,+0000.9000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.2000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j
+0000.1000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.9000000000000000+0000.0000000000000000j,+0000.1000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j
+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.1000000000000000+0000.0000000000000000j,+0000.8000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.1000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j
+0000.0000000000000000+0000.0000000000000000j,+0000.2000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.8000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.2000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j
+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.1000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.6000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j
+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.2000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.6000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j
+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.2000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j
+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.2000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j
+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.9500000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j
+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.2000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j
+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.0000000000000000+0000.0000000000000000j,+0000.2000000000000000+0000.0000000000000000j
